producing_sector_group,scope,indicator,unit,value,share_of_scope_pct
"Steam, hot water supply and water distribution",Scope 3,land_use,km2,0.2015288791485108,0.003953317831346595
Natural gas and gaseous fuels,Scope 3,land_use,km2,0.063353469390799,0.0012427816860716514
Transport Equipment,Scope 3,land_use,km2,0.05326970277401077,0.0010449721485913702
"Electrical, electronic and measuring equipment",Scope 3,land_use,km2,0.010561000466706464,0.0002071712582250964
Private travel,Outside protocol,material_extraction,kt,15.1869815083494,100.0
"Steam, hot water supply and water distribution",Scope 2,material_extraction,kt,0.14218793024565068,51.29335600679723
Electricity,Scope 2,material_extraction,kt,0.1350174259934856,48.70664399320277
Minerals and Metals,Scope 3,material_extraction,kt,4492.009755445268,83.56133091730462
Non-metallic mineral products,Scope 3,material_extraction,kt,638.1789924644287,11.871542778630088
Food and catering,Scope 3,material_extraction,kt,47.589393223402844,0.8852681209060101
Construction,Scope 3,material_extraction,kt,41.28610062312874,0.768012917218704
Chemical,Scope 3,material_extraction,kt,32.83426596042747,0.6107900723100959
Services,Scope 3,material_extraction,kt,31.663711958378872,0.5890151751823262
Transport,Scope 3,material_extraction,kt,23.157929286057538,0.43078877780397373
Private travel,Scope 3,material_extraction,kt,22.92664770299789,0.42648642808763615
Metal Products,Scope 3,material_extraction,kt,9.952461540014669,0.185137828603063
Electricity,Scope 3,material_extraction,kt,9.928641428990078,0.1846947217782392
Coal and Petroleum,Scope 3,material_extraction,kt,6.706637776765294,0.12475831734947555
Natural gas and gaseous fuels,Scope 3,material_extraction,kt,6.3198619550778465,0.11756343038653895
"Electrical, electronic and measuring equipment",Scope 3,material_extraction,kt,3.580562272139801,0.06660638893973914
Waste management and disposal,Scope 3,material_extraction,kt,3.449749034897297,0.06417297298548078
"Steam, hot water supply and water distribution",Scope 3,material_extraction,kt,3.0547484159315634,0.056825086575856526
General and special Machinery,Scope 3,material_extraction,kt,1.0642975210129477,0.019798291230339136
Furniture and timber,Scope 3,material_extraction,kt,0.9162409464259187,0.017044111008768584
Transport Equipment,Scope 3,material_extraction,kt,0.47044050117453684,0.008751235312411173
Paper Products,Scope 3,material_extraction,kt,0.4532929841465351,0.008432253515221168
Textile,Scope 3,material_extraction,kt,0.16020537787465644,0.0029801748714121
Operational impact,Scope 1,waste_generation,kt,49.437,100.0
Electricity,Scope 2,waste_generation,kt,10.463644062285198,97.45469163896303
"Steam, hot water supply and water distribution",Scope 2,waste_generation,kt,0.27328803027068704,2.545308361036974
Waste management and disposal,Scope 3,waste_generation,kt,53.984360245031255,19.346640507562466
Food and catering,Scope 3,waste_generation,kt,53.021936262604655,19.001731894783678
Chemical,Scope 3,waste_generation,kt,45.69607089539831,16.376325517402584
Construction,Scope 3,waste_generation,kt,23.850961316665337,8.547586231621107
Electricity,Scope 3,waste_generation,kt,19.617670057437852,7.030480836941196
Paper Products,Scope 3,waste_generation,kt,19.0266260803448,6.818665501961253
Coal and Petroleum,Scope 3,waste_generation,kt,14.481649083344017,5.189859757538115
Metal Products,Scope 3,waste_generation,kt,12.849297321187954,4.604865833724299
"Steam, hot water supply and water distribution",Scope 3,waste_generation,kt,9.131571086829075,3.2725260109458074
Services,Scope 3,waste_generation,kt,7.628043680462806,2.7336995046723858
Transport,Scope 3,waste_generation,kt,5.099634797567476,1.8275811864877074
Non-metallic mineral products,Scope 3,waste_generation,kt,4.774709766924048,1.7111362062891007
Furniture and timber,Scope 3,waste_generation,kt,4.335555333656358,1.553754273648446
"Electrical, electronic and measuring equipment",Scope 3,waste_generation,kt,1.8054471970970865,0.6470269855765961
General and special Machinery,Scope 3,waste_generation,kt,1.2351229862704898,0.4426370950686875
Transport Equipment,Scope 3,waste_generation,kt,1.0874087354319757,0.38970001299815077
Textile,Scope 3,waste_generation,kt,0.6843510576197865,0.24525425202123757
Minerals and Metals,Scope 3,waste_generation,kt,0.4521409190960501,0.16203596339395873
Natural gas and gaseous fuels,Scope 3,waste_generation,kt,0.2748306962185785,0.0984924273632256
