consuming_country_iso3,model,analysis_year,indicator,unit,scope,value,basis
DNK,EXIOBASE v3.7 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2016,land_use,km2,Scope 2 (OECD first-tier convention),0.1590013473367183,Doucet et al. 2025: F A Y restricted to energy sectors; under-counts on EXIOBASE ixi because T&D sit between the buyer and generation. Not added to the total
DNK,EXIOBASE v3.7 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2016,land_use,km2,Scope 2 (Hertwich & Wood 2018 convention),0.16634126778314548,"cradle-to-gate embodied emissions of purchased energy (E_Z = mhat Z, m = s L). Broader than the corporate standard, which puts upstream fuel in Scope 3 cat. 3. THIS IS THE MANUSCRIPT'S REPORTED SCOPE 2. Not added to this folder's total"
DNK,EXIOBASE v3.7 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2016,land_use,km2,self-supply loop removed,0.0,"s_h (L_hh - 1) E_H, overlaps national-accounts Scope 1"
DNK,EXIOBASE v3.7 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2016,land_use,km2,Scope 3,5115.9553115316285,"footprint residual after Scope 2, plus pMDI (climate) and commuting"
DNK,EXIOBASE v3.7 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2016,land_use,km2,Outside protocol,0.6231,patient and visitor travel
DNK,EXIOBASE v3.7 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2016,land_use,km2,TOTAL,5116.740002985412,S1+S2+S3+outside
DNK,EXIOBASE v3.7 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2016,land_use,km2,Scope 1 component: direct operations,0.0,national accounts (DRIVHUS / AFFALD01) or EXIOBASE direct row of the Danish health industry. Component
DNK,EXIOBASE v3.7 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2016,land_use,km2,Scope 1 component: anaesthetic gases,0.0,Medstat N01AB volatiles + NID N2O. Component
DNK,EXIOBASE v3.7 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2016,land_use,km2,Scope 3 component: pMDI propellant,0.0,"Danish EPA F-gas inventory, MDI line. Component"
DNK,EXIOBASE v3.7 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2016,land_use,km2,Scope 3 component: employee commuting,0.9171,"bottom-up commuting, GHG Protocol Scope 3 cat. 7. Component"
DNK,EXIOBASE v3.7 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2016,land_use,km2,Outside protocol component: patient and visitor travel,0.6231,TU purpose 33 + NHS visitor ratio. Component
DNK,EXIOBASE v3.7 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2016,waste_generation,kt,Scope 1,49.10282360999154,national accounts (DRIVHUS/AFFALD) + medical gases
DNK,EXIOBASE v3.7 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2016,waste_generation,kt,Scope 2,33.6593408426717,"GHG Protocol strict: generation of purchased electricity/steam/heat, traced through T&D with the energy-block inverse; basis of this folder's partition"
DNK,EXIOBASE v3.7 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2016,waste_generation,kt,Scope 2 (OECD first-tier convention),33.16474662215284,Doucet et al. 2025: F A Y restricted to energy sectors; under-counts on EXIOBASE ixi because T&D sit between the buyer and generation. Not added to the total
DNK,EXIOBASE v3.7 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2016,waste_generation,kt,Scope 2 (Hertwich & Wood 2018 convention),33.71592508216776,"cradle-to-gate embodied emissions of purchased energy (E_Z = mhat Z, m = s L). Broader than the corporate standard, which puts upstream fuel in Scope 3 cat. 3. THIS IS THE MANUSCRIPT'S REPORTED SCOPE 2. Not added to this folder's total"
DNK,EXIOBASE v3.7 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2016,waste_generation,kt,self-supply loop removed,1.2110190497337987,"s_h (L_hh - 1) E_H, overlaps national-accounts Scope 1"
DNK,EXIOBASE v3.7 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2016,waste_generation,kt,Scope 3,273.59489163470073,"footprint residual after Scope 2, plus pMDI (climate) and commuting"
DNK,EXIOBASE v3.7 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2016,waste_generation,kt,Outside protocol,0.0,patient and visitor travel
DNK,EXIOBASE v3.7 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2016,waste_generation,kt,TOTAL,356.35705608736396,S1+S2+S3+outside
DNK,EXIOBASE v3.7 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2016,waste_generation,kt,Scope 1 component: direct operations,49.10282360999154,national accounts (DRIVHUS / AFFALD01) or EXIOBASE direct row of the Danish health industry. Component
DNK,EXIOBASE v3.7 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2016,waste_generation,kt,Scope 1 component: anaesthetic gases,0.0,Medstat N01AB volatiles + NID N2O. Component
DNK,EXIOBASE v3.7 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2016,waste_generation,kt,Scope 3 component: pMDI propellant,0.0,"Danish EPA F-gas inventory, MDI line. Component"
DNK,EXIOBASE v3.7 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2016,waste_generation,kt,Scope 3 component: employee commuting,0.0,"bottom-up commuting, GHG Protocol Scope 3 cat. 7. Component"
DNK,EXIOBASE v3.7 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2016,waste_generation,kt,Outside protocol component: patient and visitor travel,0.0,TU purpose 33 + NHS visitor ratio. Component
